uid,variant_number,dt,signup_date
776,0,2019-02-06,2018-03-30
777,0,2019-02-06,2016-11-11
778,0,2019-02-06,2018-08-21
779,0,2019-02-06,2019-01-11
780,0,2019-02-06,2018-06-22
781,0,2019-02-06,2017-04-07
782,0,2019-02-06,2018-02-20
783,0,2019-02-06,2017-06-26
784,0,2019-02-06,2018-04-04
785,0,2019-02-06,2013-12-02
786,0,2019-02-06,2018-06-25
787,0,2019-02-06,2018-07-03
788,0,2019-02-06,2018-08-15
789,0,2019-02-06,2018-07-05
790,0,2019-02-06,2018-12-27
791,0,2019-02-06,2017-05-18
792,0,2019-02-06,2017-06-03
793,0,2019-02-06,2016-10-27
794,0,2019-02-06,2018-06-11
795,0,2019-02-06,2014-06-26
796,0,2019-02-06,2018-07-02
797,0,2019-02-06,2018-10-01
798,0,2019-02-06,2015-12-01
799,0,2019-02-06,2015-01-10
800,0,2019-02-06,2017-12-20
801,0,2019-02-06,2018-03-29
802,0,2019-02-06,2018-10-05
803,0,2019-02-06,2017-10-28
804,0,2019-02-06,2019-01-15
805,0,2019-02-06,2019-01-26
806,0,2019-02-06,2016-10-09
807,0,2019-02-06,2019-01-13
808,0,2019-02-06,2017-11-13
809,0,2019-02-06,2017-08-31
810,0,2019-02-06,2018-01-16
811,0,2019-02-06,2018-09-20
812,0,2019-02-06,2017-09-22
813,0,2019-02-06,2014-06-08
814,0,2019-02-06,2016-02-16
815,0,2019-02-06,2018-10-29
816,0,2019-02-06,2016-07-02
817,0,2019-02-06,2018-12-23
818,0,2019-02-06,2018-12-01
819,0,2019-02-06,2017-07-19
820,0,2019-02-06,2014-04-14
821,0,2019-02-06,2018-04-01
822,0,2019-02-06,2017-07-27
823,0,2019-02-06,2018-10-30
824,0,2019-02-06,2018-06-26
825,0,2019-02-06,2018-07-31
826,0,2019-02-06,2019-01-27
827,0,2019-02-06,2019-01-03
828,0,2019-02-06,2018-07-09
829,0,2019-02-06,2019-01-11
830,0,2019-02-06,2015-11-12
831,0,2019-02-06,2018-04-24
832,0,2019-02-06,2017-07-14
833,0,2019-02-06,2018-11-11
834,0,2019-02-06,2015-04-24
835,0,2019-02-06,2017-12-16
836,0,2019-02-06,2013-03-12
837,0,2019-02-06,2015-10-16
838,0,2019-02-06,2018-09-02
839,0,2019-02-06,2017-03-11
840,0,2019-02-06,2018-07-22
841,0,2019-02-06,2018-05-07
842,0,2019-02-06,2014-06-10
843,0,2019-02-06,2015-03-18
844,0,2019-02-06,2019-02-04
845,0,2019-02-06,2015-10-06
846,0,2019-02-06,2018-07-31
847,0,2019-02-06,2017-08-02
848,0,2019-02-06,2018-07-30
849,0,2019-02-06,2019-01-08
850,0,2019-02-06,2013-06-07
851,0,2019-02-06,2017-04-14
852,0,2019-02-06,2018-10-30
853,0,2019-02-06,2019-01-27
854,0,2019-02-06,2018-02-09
855,0,2019-02-06,2017-10-03
856,0,2019-02-06,2018-11-20
857,0,2019-02-06,2017-06-03
858,0,2019-02-06,2017-01-18
859,0,2019-02-06,2019-02-04
860,0,2019-02-06,2018-10-19
861,0,2019-02-06,2019-01-22
862,0,2019-02-06,2017-06-10
863,0,2019-02-06,2014-02-25
864,0,2019-02-06,2018-06-21
865,0,2019-02-06,2018-09-04
866,0,2019-02-06,2015-09-26
867,0,2019-02-06,2012-10-23
868,0,2019-02-06,2019-01-30
869,0,2019-02-06,2017-04-21
870,0,2019-02-06,2014-12-10
871,0,2019-02-06,2016-02-01
872,0,2019-02-06,2018-07-23
873,0,2019-02-06,2018-10-31
874,0,2019-02-06,2016-12-20
875,0,2019-02-06,2019-01-08
876,0,2019-02-06,2017-04-29
877,0,2019-02-06,2018-08-27
878,0,2019-02-06,2018-02-24
879,0,2019-02-06,2016-05-02
880,0,2019-02-06,2018-04-25
881,0,2019-02-06,2017-09-29
882,0,2019-02-06,2017-03-02
883,0,2019-02-06,2018-08-25
884,0,2019-02-06,2018-08-26
885,0,2019-02-06,2015-01-25
886,0,2019-02-06,2016-03-19
887,0,2019-02-06,2018-07-13
888,0,2019-02-06,2015-06-30
889,0,2019-02-06,2013-02-09
890,0,2019-02-06,2016-07-13
891,0,2019-02-06,2018-08-21
892,0,2019-02-06,2016-01-26
893,0,2019-02-06,2017-10-22
894,0,2019-02-06,2017-11-08
895,0,2019-02-06,2019-01-23
896,0,2019-02-06,2019-01-08
897,0,2019-02-06,2018-08-25
898,0,2019-02-06,2018-10-31
899,0,2019-02-06,2018-10-21
900,0,2019-02-06,2016-01-07
901,0,2019-02-06,2018-12-13
902,0,2019-02-06,2017-07-17
903,0,2019-02-06,2015-06-14
904,0,2019-02-06,2014-01-15
905,0,2019-02-06,2013-12-30
906,0,2019-02-06,2011-06-01
907,0,2019-02-06,2014-04-19
908,0,2019-02-06,2017-02-16
909,0,2019-02-06,2019-01-31
910,0,2019-02-06,2018-07-25
911,0,2019-02-06,2018-03-28
912,0,2019-02-06,2018-07-18
913,0,2019-02-06,2015-06-29
914,0,2019-02-06,2016-03-20
915,0,2019-02-06,2018-08-26
916,0,2019-02-06,2016-06-25
917,0,2019-02-06,2019-01-16
918,0,2019-02-06,2016-07-24
919,0,2019-02-06,2018-09-02
920,0,2019-02-06,2017-03-08
921,0,2019-02-06,2019-01-21
922,0,2019-02-06,2019-01-29
923,0,2019-02-06,2018-12-10
924,0,2019-02-06,2017-03-09
925,0,2019-02-06,2018-10-13
926,0,2019-02-06,2016-09-18
927,0,2019-02-06,2017-12-16
928,0,2019-02-06,2018-08-18
929,0,2019-02-06,2018-08-18
930,0,2019-02-06,2016-07-24
931,0,2019-02-06,2018-03-21
932,0,2019-02-06,2018-01-25
933,0,2019-02-06,2019-01-23
934,0,2019-02-06,2018-11-02
935,0,2019-02-06,2017-07-03
936,0,2019-02-06,2018-09-23
937,0,2019-02-06,2018-03-01
938,0,2019-02-06,2019-01-13
939,0,2019-02-06,2016-08-10
940,0,2019-02-06,2018-05-14
941,0,2019-02-06,2018-04-23
942,0,2019-02-06,2013-10-21
943,0,2019-02-06,2017-11-25
944,0,2019-02-06,2018-12-06
945,0,2019-02-06,2016-12-08
946,0,2019-02-06,2017-04-24
947,0,2019-02-06,2017-10-14
948,0,2019-02-06,2018-02-27
949,0,2019-02-06,2019-01-15
950,0,2019-02-06,2017-12-28
951,0,2019-02-06,2018-03-17
952,0,2019-02-06,2017-02-11
953,0,2019-02-06,2014-02-11
954,0,2019-02-06,2016-11-09
955,0,2019-02-06,2019-01-16
956,0,2019-02-06,2017-05-29
957,0,2019-02-06,2018-04-12
958,0,2019-02-06,2015-05-31
959,0,2019-02-06,2018-07-20
960,0,2019-02-06,2018-08-20
961,0,2019-02-06,2018-05-15
962,0,2019-02-06,2017-09-04
963,0,2019-02-06,2017-07-09
964,0,2019-02-06,2018-12-30
965,0,2019-02-06,2013-08-28
966,0,2019-02-06,2019-01-13
967,0,2019-02-06,2017-06-02
968,0,2019-02-06,2018-10-31
969,0,2019-02-06,2018-11-28
970,0,2019-02-06,2018-11-22
971,0,2019-02-06,2018-07-02
972,0,2019-02-06,2017-02-18
973,0,2019-02-06,2017-10-25
974,0,2019-02-06,2013-03-14
975,0,2019-02-06,2016-07-28
976,0,2019-02-06,2017-09-23
977,0,2019-02-06,2017-05-26
978,0,2019-02-06,2013-09-28
979,0,2019-02-06,2017-10-01
980,0,2019-02-06,2018-11-01
981,0,2019-02-06,2013-10-07
982,0,2019-02-06,2018-01-02
983,0,2019-02-06,2016-06-19
984,0,2019-02-06,2016-12-27
985,0,2019-02-06,2019-01-01
986,0,2019-02-06,2016-05-17
987,0,2019-02-06,2016-12-01
988,0,2019-02-06,2018-06-09
989,0,2019-02-06,2016-05-09
990,0,2019-02-06,2016-04-03
991,0,2019-02-06,2018-09-24
992,0,2019-02-06,2016-11-30
993,0,2019-02-06,2016-02-10
994,0,2019-02-06,2013-08-07
995,0,2019-02-06,2017-09-16
996,0,2019-02-06,2018-06-14
997,0,2019-02-06,2016-01-15
998,0,2019-02-06,2016-11-04
999,0,2019-02-06,2018-05-02
1000,0,2019-02-06,2019-01-02
1001,0,2019-02-06,2019-01-12
1002,0,2019-02-06,2019-01-11
1003,0,2019-02-06,2018-01-23
1004,0,2019-02-06,2016-09-22
1005,0,2019-02-06,2017-01-17
1006,0,2019-02-06,2018-01-08
1007,0,2019-02-06,2014-07-12
1008,0,2019-02-06,2018-06-21
1009,0,2019-02-06,2017-09-19
1010,0,2019-02-06,2015-07-28
1011,0,2019-02-06,2018-09-03
1012,0,2019-02-06,2019-01-30
1013,0,2019-02-06,2018-04-13
1014,0,2019-02-06,2018-06-05
1015,0,2019-02-06,2018-06-29
1016,0,2019-02-06,2013-04-12
1017,0,2019-02-06,2016-06-02
1018,0,2019-02-06,2018-12-19
1019,0,2019-02-06,2018-02-09
1020,0,2019-02-06,2018-08-02
1021,0,2019-02-06,2018-09-10
1022,0,2019-02-06,2016-05-03
1023,0,2019-02-06,2018-06-11
1024,0,2019-02-06,2018-06-12
1025,0,2019-02-06,2018-04-15
1026,0,2019-02-06,2016-01-12
1027,0,2019-02-06,2015-07-18
1028,0,2019-02-06,2013-04-01
1029,0,2019-02-06,2017-08-28
1030,0,2019-02-06,2017-10-30
1031,0,2019-02-06,2016-07-09
1032,0,2019-02-06,2019-01-29
1033,0,2019-02-06,2018-04-16
1034,0,2019-02-06,2018-02-06
1035,0,2019-02-06,2013-06-05
1036,0,2019-02-06,2015-12-28
1037,0,2019-02-06,2016-10-02
1038,0,2019-02-06,2017-08-02
1039,0,2019-02-06,2015-06-29
1040,0,2019-02-06,2018-07-16
1041,0,2019-02-06,2018-03-11
1042,0,2019-02-06,2018-05-25
1043,0,2019-02-06,2018-12-22
1044,0,2019-02-06,2013-04-11
1045,0,2019-02-06,2017-08-14
1046,0,2019-02-06,2016-08-04
1047,0,2019-02-06,2018-11-02
1048,0,2019-02-06,2014-08-08
1049,0,2019-02-06,2016-04-05
1050,0,2019-02-06,2019-01-11
1051,0,2019-02-06,2018-05-18
1052,0,2019-02-06,2017-12-08
1053,0,2019-02-06,2018-09-10
1054,0,2019-02-06,2018-09-20
1055,0,2019-02-06,2017-05-20
1056,0,2019-02-06,2019-02-02
1057,0,2019-02-06,2016-10-16
1058,0,2019-02-06,2016-04-16
1059,0,2019-02-06,2013-08-31
1060,0,2019-02-06,2016-08-04
1061,0,2019-02-06,2017-12-11
1062,0,2019-02-06,2018-11-29
1063,0,2019-02-06,2016-08-17
1064,0,2019-02-06,2016-05-18
1065,0,2019-02-06,2013-11-27
1066,0,2019-02-06,2017-01-21
1067,0,2019-02-06,2018-08-27
1068,0,2019-02-06,2019-01-10
1069,0,2019-02-06,2018-01-21
1070,0,2019-02-06,2018-07-02
1071,0,2019-02-06,2015-11-26
1072,0,2019-02-06,2018-06-01
1073,0,2019-02-06,2018-07-05
1074,0,2019-02-06,2018-11-24
1075,0,2019-02-06,2017-09-20
1076,0,2019-02-06,2018-08-07
1077,0,2019-02-06,2018-05-29
1078,0,2019-02-06,2016-05-31
1079,0,2019-02-06,2019-02-03
1080,0,2019-02-06,2017-05-22
1081,0,2019-02-06,2015-11-17
1082,0,2019-02-06,2019-01-21
1083,0,2019-02-06,2018-11-13
1084,0,2019-02-06,2014-04-04
1085,0,2019-02-06,2013-08-08
1086,0,2019-02-06,2016-09-09
1087,0,2019-02-06,2015-07-10
1088,0,2019-02-06,2015-11-22
1089,0,2019-02-06,2016-07-11
1090,0,2019-02-06,2017-06-19
1091,0,2019-02-06,2018-09-05
1092,0,2019-02-06,2019-01-20
1093,0,2019-02-06,2018-06-06
1094,0,2019-02-06,2019-01-08
1095,0,2019-02-06,2015-05-14
1096,0,2019-02-06,2017-06-29
1097,0,2019-02-06,2017-09-12
1098,0,2019-02-06,2018-08-15
1099,0,2019-02-06,2017-11-09
1100,0,2019-02-06,2016-03-13
1101,0,2019-02-06,2016-07-03
1102,0,2019-02-06,2018-12-23
1103,0,2019-02-06,2017-11-29
1104,0,2019-02-06,2019-01-30
1105,0,2019-02-06,2018-05-05
1106,0,2019-02-06,2015-06-05
1107,0,2019-02-06,2017-03-07
1108,0,2019-02-06,2016-10-03
1109,0,2019-02-06,2016-07-27
1110,0,2019-02-06,2018-12-21
1111,0,2019-02-06,2018-04-08
1112,0,2019-02-06,2018-11-27
1113,0,2019-02-06,2018-09-25
1114,0,2019-02-06,2018-12-17
1115,0,2019-02-06,2017-06-14
1116,0,2019-02-06,2019-01-02
1117,0,2019-02-06,2016-12-09
1118,0,2019-02-06,2017-09-22
1119,0,2019-02-06,2017-05-02
1120,0,2019-02-06,2016-01-10
1121,0,2019-02-06,2018-09-14
1122,0,2019-02-06,2018-09-25
1123,0,2019-02-06,2017-01-28
1124,0,2019-02-06,2016-10-28
1125,0,2019-02-06,2019-01-01
1126,0,2019-02-06,2018-04-26
1127,0,2019-02-06,2018-01-27
1128,0,2019-02-06,2016-12-25
1129,0,2019-02-06,2016-12-03
1130,0,2019-02-06,2018-08-29
1131,0,2019-02-06,2018-06-25
1132,0,2019-02-06,2018-06-13
1133,0,2019-02-06,2018-09-20
1134,0,2019-02-06,2018-04-12
1135,0,2019-02-06,2018-11-23
1136,0,2019-02-06,2014-05-04
1137,0,2019-02-06,2018-07-20
1138,0,2019-02-06,2014-09-01
1139,0,2019-02-06,2015-12-21
1140,0,2019-02-06,2017-01-29
1141,0,2019-02-06,2015-01-20
1142,0,2019-02-06,2018-04-05
1143,0,2019-02-06,2013-04-26
1144,0,2019-02-06,2017-09-23
1145,0,2019-02-06,2018-07-20
1146,0,2019-02-06,2019-01-09
1147,0,2019-02-06,2013-12-04
1148,0,2019-02-06,2016-03-31
1149,0,2019-02-06,2018-01-25
1150,0,2019-02-06,2017-01-22
1151,0,2019-02-06,2018-06-29
1152,0,2019-02-06,2018-11-02
1153,0,2019-02-06,2018-04-23
1154,0,2019-02-06,2013-12-01
1155,0,2019-02-06,2018-10-17
1156,0,2019-02-06,2019-01-31
1157,0,2019-02-06,2019-01-30
1158,0,2019-02-06,2013-01-21
1159,0,2019-02-06,2017-03-14
1160,0,2019-02-06,2019-01-08
1161,0,2019-02-06,2018-10-05
1162,0,2019-02-06,2018-07-29
1163,0,2019-02-06,2016-02-17
1164,0,2019-02-06,2018-11-25
1165,0,2019-02-06,2018-10-09
1166,0,2019-02-06,2018-01-23
1167,0,2019-02-06,2013-11-28
1168,0,2019-02-06,2019-02-04
1169,0,2019-02-06,2018-04-02
1170,0,2019-02-06,2019-01-31
1171,0,2019-02-06,2018-06-17
1172,0,2019-02-06,2016-10-25
1173,0,2019-02-06,2013-10-17
1174,0,2019-02-06,2015-01-03
1175,0,2019-02-06,2013-09-05
1176,0,2019-02-06,2016-01-29
1177,0,2019-02-06,2016-02-29
1178,0,2019-02-06,2017-09-01
1179,0,2019-02-06,2019-01-01
1180,0,2019-02-06,2018-08-24
1181,0,2019-02-06,2011-10-19
1182,0,2019-02-06,2016-07-06
1183,0,2019-02-06,2016-09-16
1184,0,2019-02-06,2018-12-18
1185,0,2019-02-06,2014-02-06
1186,0,2019-02-06,2017-06-15
1187,0,2019-02-06,2017-09-19
1188,0,2019-02-06,2015-11-21
1189,0,2019-02-06,2017-05-17
1190,0,2019-02-06,2018-08-20
1191,0,2019-02-06,2017-03-02
1192,0,2019-02-06,2018-06-13
1193,0,2019-02-06,2016-12-22
1194,0,2019-02-06,2016-07-31
1195,0,2019-02-06,2018-08-12
1196,0,2019-02-06,2014-01-21
1197,0,2019-02-06,2019-01-16
1198,0,2019-02-06,2018-10-09
1199,0,2019-02-06,2018-07-13
1200,0,2019-02-06,2015-04-19
1201,0,2019-02-06,2017-09-05
1202,0,2019-02-06,2018-12-27
1203,0,2019-02-06,2018-10-28
1204,0,2019-02-06,2017-12-27
1205,0,2019-02-06,2019-01-29
1206,0,2019-02-06,2015-03-17
1207,0,2019-02-06,2017-03-08
1208,0,2019-02-06,2018-07-02
1209,0,2019-02-06,2018-04-30
1210,0,2019-02-06,2019-01-28
1211,0,2019-02-06,2018-10-15
1212,0,2019-02-06,2018-11-06
1213,0,2019-02-06,2016-07-13
1214,0,2019-02-06,2018-02-27
1215,0,2019-02-06,2016-03-01
1216,0,2019-02-06,2016-11-01
1217,0,2019-02-06,2015-07-23
1218,0,2019-02-06,2018-09-23
1219,0,2019-02-06,2018-06-16
1220,0,2019-02-06,2018-11-01
1221,0,2019-02-06,2018-01-30
1222,0,2019-02-06,2018-11-14
1223,0,2019-02-06,2018-07-02
1224,0,2019-02-06,2017-03-12
1225,0,2019-02-06,2016-04-26
1226,0,2019-02-06,2013-02-06
1227,0,2019-02-06,2016-12-02
1228,0,2019-02-06,2019-02-03
1229,0,2019-02-06,2015-09-10
1230,0,2019-02-06,2018-07-19
1231,0,2019-02-06,2018-12-10
1232,0,2019-02-06,2018-03-29
1233,0,2019-02-06,2018-11-02
1234,0,2019-02-06,2017-11-04
1235,0,2019-02-06,2012-08-27
1236,0,2019-02-06,2018-03-27
1237,0,2019-02-06,2018-12-22
1238,0,2019-02-06,2018-10-22
1239,0,2019-02-06,2018-10-09
1240,0,2019-02-06,2017-11-21
1241,0,2019-02-06,2018-05-31
1242,0,2019-02-06,2018-08-29
1243,0,2019-02-06,2017-05-17
1244,0,2019-02-06,2017-08-17
1245,0,2019-02-06,2019-01-29
1246,0,2019-02-06,2018-08-09
1247,0,2019-02-06,2018-10-17
1248,0,2019-02-06,2018-07-29
1249,0,2019-02-06,2017-03-25
1250,0,2019-02-06,2017-06-01
1251,0,2019-02-06,2018-12-22
1252,0,2019-02-06,2015-12-06
1253,0,2019-02-06,2016-04-23
1254,0,2019-02-06,2018-09-16
1255,0,2019-02-06,2016-12-21
1256,0,2019-02-06,2015-02-16
1257,0,2019-02-06,2018-01-04
1258,0,2019-02-06,2019-01-24
1259,0,2019-02-06,2018-05-10
1260,0,2019-02-06,2010-12-29
1261,0,2019-02-06,2016-02-28
1262,0,2019-02-06,2019-01-20
1263,0,2019-02-06,2016-01-07
1264,0,2019-02-06,2017-03-10
1265,0,2019-02-06,2016-03-17
1266,0,2019-02-06,2018-08-21
1267,0,2019-02-06,2018-09-27
1268,0,2019-02-06,2018-03-15
1269,0,2019-02-06,2019-01-27
1270,0,2019-02-06,2015-08-22
1271,0,2019-02-06,2017-10-18
1272,0,2019-02-06,2016-06-05
1273,0,2019-02-06,2015-12-01
1274,0,2019-02-06,2017-06-09
1275,0,2019-02-06,2015-10-01
1276,0,2019-02-06,2016-07-02
1277,0,2019-02-06,2017-01-22
1278,0,2019-02-06,2018-06-03
1279,0,2019-02-06,2018-05-29
1280,0,2019-02-06,2017-08-14
1281,0,2019-02-06,2019-02-02
1282,0,2019-02-06,2019-01-24
1283,0,2019-02-06,2017-03-06
1284,0,2019-02-06,2018-12-01
1285,0,2019-02-06,2017-05-20
1286,0,2019-02-06,2016-10-28
1287,0,2019-02-06,2018-11-12
1288,0,2019-02-06,2016-01-06
1289,0,2019-02-06,2015-08-16
1290,0,2019-02-06,2016-06-13
1291,0,2019-02-06,2017-07-24
1292,0,2019-02-06,2019-02-02
1293,0,2019-02-06,2016-03-03
1294,0,2019-02-06,2018-06-15
1295,0,2019-02-06,2017-05-15
1296,0,2019-02-06,2018-06-25
1297,0,2019-02-06,2017-09-17
1298,0,2019-02-06,2018-11-11
1299,0,2019-02-06,2016-11-29
1300,0,2019-02-06,2013-06-11
1301,0,2019-02-06,2017-03-02
1302,0,2019-02-06,2018-04-23
1303,0,2019-02-06,2019-02-01
1304,0,2019-02-06,2018-01-17
1305,0,2019-02-06,2018-10-26
1306,0,2019-02-06,2019-01-10
1307,0,2019-02-06,2018-08-06
1308,0,2019-02-06,2013-09-01
1309,0,2019-02-06,2018-08-06
1310,0,2019-02-06,2018-06-23
1311,0,2019-02-06,2018-09-28
1312,0,2019-02-06,2018-07-10
1313,0,2019-02-06,2015-11-03
1314,0,2019-02-06,2017-05-21
1315,0,2019-02-06,2013-02-16
1316,0,2019-02-06,2018-03-04
1317,0,2019-02-06,2019-01-15
1318,0,2019-02-06,2016-09-05
1319,0,2019-02-06,2017-11-29
1320,0,2019-02-06,2019-01-15
1321,0,2019-02-06,2014-08-08
1322,0,2019-02-06,2017-10-30
1323,0,2019-02-06,2015-10-11
1324,0,2019-02-06,2018-05-14
1325,0,2019-02-06,2018-07-18
1326,0,2019-02-06,2018-08-14
1327,0,2019-02-06,2016-06-15
1328,0,2019-02-06,2016-03-08
1329,0,2019-02-06,2016-08-11
1330,0,2019-02-06,2017-02-09
1331,0,2019-02-06,2014-06-22
1332,0,2019-02-06,2019-01-14
1333,0,2019-02-06,2017-05-05
1334,0,2019-02-06,2013-07-21
1335,0,2019-02-06,2013-06-17
1336,0,2019-02-06,2016-08-31
1337,0,2019-02-06,2017-09-04
1338,0,2019-02-06,2016-10-13
1339,0,2019-02-06,2017-06-19
1340,0,2019-02-06,2019-01-28
1341,0,2019-02-06,2018-07-12
1342,0,2019-02-06,2018-03-01
1343,0,2019-02-06,2014-07-03
1344,0,2019-02-06,2017-09-10
1345,0,2019-02-06,2014-08-25
1346,0,2019-02-06,2017-03-02
1347,0,2019-02-06,2018-06-08
1348,0,2019-02-06,2019-02-01
1349,0,2019-02-06,2016-12-12
1350,0,2019-02-06,2018-01-23
1351,0,2019-02-06,2018-11-11
1352,0,2019-02-06,2019-01-10
1353,0,2019-02-06,2016-04-19
1354,0,2019-02-06,2018-08-12
1355,0,2019-02-06,2010-12-26
1356,0,2019-02-06,2018-08-01
1357,0,2019-02-06,2018-03-18
1358,0,2019-02-06,2018-10-05
1359,0,2019-02-06,2019-01-22
1360,0,2019-02-06,2018-01-06
1361,0,2019-02-06,2015-05-29
1362,0,2019-02-06,2017-08-27
1363,0,2019-02-06,2014-03-08
1364,0,2019-02-06,2018-08-27
1365,0,2019-02-06,2017-10-06
1366,0,2019-02-06,2016-09-27
1367,0,2019-02-06,2018-11-13
1368,0,2019-02-06,2018-11-06
1369,0,2019-02-06,2016-06-21
1370,0,2019-02-06,2018-10-19
1371,0,2019-02-06,2014-02-16
1372,0,2019-02-06,2017-04-30
1373,0,2019-02-06,2018-07-22
1374,0,2019-02-06,2018-04-12
1375,0,2019-02-06,2018-07-03
1376,0,2019-02-06,2019-01-20
1377,0,2019-02-06,2018-06-19
1378,0,2019-02-06,2016-01-09
1379,0,2019-02-06,2018-09-27
1380,0,2019-02-06,2012-06-05
1381,0,2019-02-06,2019-02-03
1382,0,2019-02-06,2018-07-23
1383,0,2019-02-06,2016-05-14
1384,0,2019-02-06,2018-07-19
1385,0,2019-02-06,2015-03-13
1386,0,2019-02-06,2016-08-29
1387,0,2019-02-06,2017-01-08
1388,0,2019-02-06,2013-08-21
1389,0,2019-02-06,2016-07-04
1390,0,2019-02-06,2018-09-15
1391,0,2019-02-06,2018-08-07
1392,0,2019-02-06,2018-12-15
1393,0,2019-02-06,2018-10-01
1394,0,2019-02-06,2017-06-07
1395,0,2019-02-06,2018-07-13
1396,0,2019-02-06,2016-11-09
1397,0,2019-02-06,2014-12-13
1398,0,2019-02-06,2014-05-02
1399,0,2019-02-06,2017-07-18
1400,0,2019-02-06,2019-02-01
1401,0,2019-02-06,2019-01-24
1402,0,2019-02-06,2018-11-13
1403,0,2019-02-06,2014-10-06
1404,0,2019-02-06,2018-09-11
1405,0,2019-02-06,2017-06-20
1406,0,2019-02-06,2017-09-28
1407,0,2019-02-06,2019-01-24
1408,0,2019-02-06,2017-06-02
1409,0,2019-02-06,2017-03-31
1410,0,2019-02-06,2018-04-27
1411,0,2019-02-06,2018-06-13
1412,0,2019-02-06,2017-09-10
1413,0,2019-02-06,2018-05-19
1414,0,2019-02-06,2018-02-03
1415,0,2019-02-06,2018-08-12
1416,0,2019-02-06,2018-06-23
1417,0,2019-02-06,2011-09-26
1418,0,2019-02-06,2017-06-02
1419,0,2019-02-06,2017-02-10
1420,0,2019-02-06,2019-01-19
1421,0,2019-02-06,2014-04-01
1422,0,2019-02-06,2018-02-05
1423,0,2019-02-06,2014-06-17
1424,0,2019-02-06,2018-02-20
1425,0,2019-02-06,2018-07-09
1426,0,2019-02-06,2018-12-06
1427,0,2019-02-06,2014-03-26
1428,0,2019-02-06,2018-08-23
1429,0,2019-02-06,2016-11-21
1430,0,2019-02-06,2016-07-26
1431,0,2019-02-06,2018-05-01
1432,0,2019-02-06,2018-12-26
1433,0,2019-02-06,2018-09-16
1434,0,2019-02-06,2016-08-04
1435,0,2019-02-06,2017-03-06
1436,0,2019-02-06,2017-07-17
1437,0,2019-02-06,2016-11-27
1438,0,2019-02-06,2016-05-14
1439,0,2019-02-06,2018-05-14
1440,0,2019-02-06,2017-03-22
1441,0,2019-02-06,2018-02-12
1442,0,2019-02-06,2016-01-04
1443,0,2019-02-06,2019-01-10
1444,0,2019-02-06,2016-04-14
1445,0,2019-02-06,2018-08-07
1446,0,2019-02-06,2013-06-24
1447,0,2019-02-06,2016-11-08
1448,0,2019-02-06,2019-01-31
1449,0,2019-02-06,2016-06-05
1450,0,2019-02-06,2018-08-09
1451,0,2019-02-06,2016-03-24
1452,0,2019-02-06,2016-11-04
1453,0,2019-02-06,2017-11-06
1454,0,2019-02-06,2017-03-29
1455,0,2019-02-06,2018-10-05
1456,0,2019-02-06,2018-09-22
1457,0,2019-02-06,2018-12-09
1458,0,2019-02-06,2018-12-06
1459,0,2019-02-06,2015-03-22
1460,0,2019-02-06,2018-04-30
1461,0,2019-02-06,2019-02-04
1462,0,2019-02-06,2017-08-31
1463,0,2019-02-06,2018-07-21
1464,0,2019-02-06,2016-02-16
1465,0,2019-02-06,2016-02-05
1466,0,2019-02-06,2017-11-11
1467,0,2019-02-06,2018-12-16
1468,0,2019-02-06,2019-01-09
1469,0,2019-02-06,2016-06-17
1470,0,2019-02-06,2018-04-03
1471,0,2019-02-06,2017-09-19
1472,0,2019-02-06,2017-02-09
1473,0,2019-02-06,2016-07-17
1474,0,2019-02-06,2018-07-28
1475,0,2019-02-06,2017-08-07
1476,0,2019-02-06,2018-10-19
1477,0,2019-02-06,2018-05-27
1478,0,2019-02-06,2015-09-08
1479,0,2019-02-06,2018-06-23
1480,0,2019-02-06,2018-11-11
1481,0,2019-02-06,2014-02-05
1482,0,2019-02-06,2018-12-02
1483,0,2019-02-06,2015-06-07
1484,0,2019-02-06,2017-12-14
1485,0,2019-02-06,2019-02-01
1486,0,2019-02-06,2017-08-08
1487,0,2019-02-06,2018-06-04
1488,0,2019-02-06,2016-04-15
1489,0,2019-02-06,2018-05-31
1490,0,2019-02-06,2014-06-25
1491,0,2019-02-06,2016-08-25
1492,0,2019-02-06,2015-05-20
1493,0,2019-02-06,2018-11-13
1494,0,2019-02-06,2018-08-11
1495,0,2019-02-06,2014-11-05
1496,0,2019-02-06,2018-06-01
1497,0,2019-02-06,2017-03-13
1498,0,2019-02-06,2014-07-01
1499,0,2019-02-06,2017-05-05
1500,0,2019-02-06,2018-01-27
1501,0,2019-02-06,2018-06-23
1502,0,2019-02-06,2018-05-06
1503,0,2019-02-06,2018-07-24
1504,0,2019-02-06,2019-01-23
1505,0,2019-02-06,2016-08-06
1506,0,2019-02-06,2014-06-11
1507,0,2019-02-06,2017-04-18
1508,0,2019-02-06,2018-05-09
1509,0,2019-02-06,2017-02-13
1510,0,2019-02-06,2018-03-29
1511,0,2019-02-06,2016-01-13
1512,0,2019-02-06,2018-12-04
1513,0,2019-02-06,2016-11-22
1514,0,2019-02-06,2018-07-10
1515,0,2019-02-06,2018-04-03
1516,0,2019-02-06,2017-11-11
1517,0,2019-02-06,2019-01-28
1518,0,2019-02-06,2018-10-23
1519,0,2019-02-06,2018-07-15
1520,0,2019-02-06,2018-09-29
1521,0,2019-02-06,2016-10-01
1522,0,2019-02-06,2019-01-20
